"Anno di Riferimento";"Codice Voce Contabile";"Descrizione Voce Contabile";"Importo Totale";"Data Aggiornamento";
"2009";"B01040";"B.1.A.7)   Presidi chirurgici e materiali sanitari";2629760000.00;"12/07/2011";
"2009";"B01045";"B.1.A.8)  Materiali protesici";1414785000.00;"12/07/2011";
"2009";"B01050";"B.1.A.9)  Materiali per emodialisi";288572000.00;"12/07/2011";
"2009";"B01055";"B.1.A.10)  Materiali e Prodotti per uso veterinario";8754000.00;"12/07/2011";
"2009";"B01060";"B.1.A.11)  Altri beni e prodotti sanitari";186022000.00;"12/07/2011";
"2009";"B01070";"B.1.B)  Acquisti di beni non sanitari";731510000.00;"12/07/2011";
"2009";"B01075";"B.1.B.1)  Prodotti alimentari";100111000.00;"12/07/2011";
"2009";"B01080";"B.1.B.2)  Materiali di guardaroba, di pulizia e di convivenza in genere";111677000.00;"12/07/2011";
"2009";"B01085";"B.1.B.3)  Combustibili, carburanti e lubrificanti";145884000.00;"12/07/2011";
"2009";"B01090";"B.1.B.4)  Supporti informatici e cancelleria";161270000.00;"12/07/2011";
"2009";"B01095";"B.1.B.5)  Materiale per la manutenzione";93203000.00;"12/07/2011";
"2009";"B01100";"B.1.B.6)  Altri beni non sanitari";119365000.00;"12/07/2011";
"2009";"B02000";"B.2)  Acquisti di servizi";55140572000.00;"12/07/2011";
"2009";"B02005";"B.2.A)   Acquisti servizi sanitari";47866230000.00;"12/07/2011";
"2009";"B02010";"B.2.A.1)   Acquisti servizi sanitari per medicina di base";6376646000.00;"12/07/2011";
"2009";"B02015";"B.2.A.1.1) - da convenzione";6360970000.00;"12/07/2011";
"2009";"B02020";"B.2.A.1.1.A) Spese per assistenza MMG";4371175000.00;"12/07/2011";
"2009";"B02025";"B.2.A.1.1.B) Spese per assistenza PLS";1024692000.00;"12/07/2011";
"2009";"B02030";"B.2.A.1.1.C) Spese per assistenza Continuita' assistenziale";690298000.00;"12/07/2011";
"2009";"B02035";"B.2.A.1.1.D) Altro (medicina dei servizi, psicologi, medici 118, ecc)";274805000.00;"12/07/2011";
"2009";"B02045";"B.2.A.1.3) - da pubblico Mobilita' ( Extra Regione)";15676000.00;"01/07/2011";
"2009";"B02050";"B.2.A.2)   Acquisti servizi sanitari per farmaceutica";11310618000.00;"12/07/2011";
"2009";"B02055";"B.2.A.2.1) - da convenzione";11249152000.00;"12/07/2011";
"2009";"B02065";"B.2.A.2.3) - da pubblico ( extra Regione)";61466000.00;"01/07/2011";
"2009";"B02070";"B.2.A.3)   Acquisti servizi sanitari per assistenza specialistica ambulatoriale";4417288000.00;"12/07/2011";
"2009";"B02075";"B.2.A.3.1)  - da pubblico (Asl-AO, IRCCS, Policlinici della Regione)-  Mobilita' intraregionale";96000.00;"12/07/2011";
"2009";"B02080";"B.2.A.3.2)  - da pubblico (altri soggetti pubbl. della Regione)";26085000.00;"12/07/2011";
"2009";"B02085";"B.2.A.3.3)  - da pubblico (extra Regione)";337403000.00;"01/07/2011";
"2009";"B02090";"B.2.A.3.4)  - da privato - Medici SUMAI";900769000.00;"12/07/2011";
"2009";"B02095";"B.2.A.3.5)  - da privato";3057375000.00;"12/07/2011";
"2009";"B02100";"B.2.A.3.5.A) Servizi sanitari per assistenza specialistica da IRCCS Privati e Policl.privati";260932000.00;"12/07/2011";
"2009";"B02105";"B.2.A.3.5.B) Servizi sanitari per assistenza specialistica da Ospedali Classificati privati";230255000.00;"01/07/2011";
"2009";"B02110";"B.2.A.3.5.C) Servizi sanitari per assistenza specialistica da Case di Cura Private";763680000.00;"12/07/2011";
"2009";"B02115";"B.2.A.3.5.D) Servizi sanitari per assistenza specialistica da altri soggetti privati";1802508000.00;"12/07/2011";
"2009";"B02120";"B.2.A.3.6)  - da privato per cittadini non residenti - extraregione (mobilita' attiva in compensazione)";95560000.00;"26/01/2011";
"2009";"B02125";"B.2.A.4)   Acquisti servizi sanitari per assistenza riabilitativa";1976133000.00;"12/07/2011";
"2009";"B02135";"B.2.A.4.2)  - da pubblico (altri soggetti pubbl. della Regione)";90360000.00;"12/07/2011";
"2009";"B02140";"B.2.A.4.3)  - da pubblico (extra Regione) non soggetto a compensazione";1957000.00;"12/07/2011";
"2009";"B02145";"B.2.A.4.4)  - da privato (intraregionale ed extraregionale)";1883816000.00;"12/07/2011";
"2009";"B02150";"B.2.A.5)   Acquisti servizi sanitari per assistenza integrativa e protesica";1868198000.00;"12/07/2011";
"2009";"B02160";"B.2.A.5.2)  - da pubblico (altri soggetti pubbl. della Regione)";8093000.00;"26/01/2011";
"2009";"B02165";"B.2.A.5.3)  - da pubblico (extra Regione)";1459000.00;"12/07/2011";
"2009";"B02170";"B.2.A.5.4)  - da privato";1858646000.00;"12/07/2011";
"2009";"B02175";"B.2.A.6)   Acquisti servizi sanitari per assistenza ospedaliera";11230158000.00;"12/07/2011";
"2009";"B02180";"B.2.A.6.1)  - da pubblico (Asl-AO, IRCCS, Policlinici della Regione)-  Mobilita' intraregionale";16000.00;"12/07/2011";
"2009";"B02185";"B.2.A.6.2)  - da pubblico (altri soggetti pubbl. della Regione)";273870000.00;"01/07/2011";
"2009";"B02190";"B.2.A.6.3)  - da pubblico (extra Regione)";2403261000.00;"12/07/2011";
"2009";"B02195";"B.2.A.6.4)  - da privato";7612451000.00;"12/07/2011";
"2009";"B02200";"B.2.A.6.4.A) Servizi sanitari per assistenza ospedaliera da IRCCS Privati e Policlinici privati";1365508000.00;"26/01/2011";
"2009";"B02205";"B.2.A.6.4.B) Servizi sanitari per assistenza ospedaliera da Ospedali Classificati privati";1140330000.00;"26/01/2011";
"2009";"B02210";"B.2.A.6.4.C) Servizi sanitari per assistenza ospedaliera da Case di Cura Private";4765361000.00;"12/07/2011";
"2009";"B02215";"B.2.A.6.4.D) Servizi sanitari per assistenza ospedaliera da altri soggetti privati";341252000.00;"12/07/2011";
"2009";"B02220";"B.2.A.6.5)  - da privato per cittadini non residenti - extraregione (mobilita' attiva in compensazione)";940560000.00;"01/07/2011";
"2009";"B02225";"B.2.A.7)   Acquisto prestazioni di psichiatria residenziale e semiresidenziale";858767000.00;"12/07/2011";
"2009";"B02230";"B.2.A.7.1)  - da pubblico (Asl-AO, IRCCS, Policlinici della Regione) -  Mobilita' intraregionale";21000.00;"12/07/2011";
"2009";"B02235";"B.2.A.7.2)  - da pubblico (altri soggetti pubbl. della Regione)";14201000.00;"26/01/2011";
"2009";"B02240";"B.2.A.7.3)  - da pubblico (extra Regione) - non soggette a compensazione";886000.00;"26/01/2011";
"2009";"B02245";"B.2.A.7.4)  - da privato(intraregionale ed extraregionale)";843659000.00;"12/07/2011";
"2009";"B02250";"B.2.A.8)   Acquisto prestazioni di distribuzione farmaci e File F";418125000.00;"12/07/2011";
"2009";"B02255";"B.2.A.8.1)  - da pubblico (Asl-AO, IRCCS, Policlinici della Regione)-  Mobilita' intraregionale";1333000.00;"18/08/2010";
"2009";"B02260";"B.2.A.8.2) - da pubblico (altri soggetti pubbl. della Regione)";11930000.00;"26/01/2011";
"2009";"B02265";"B.2.A.8.3) - da pubblico (extra Regione)";101994000.00;"26/01/2011";
"2009";"B02270";"B.2.A.8.4) - da privato";280223000.00;"12/07/2011";
"2009";"B02275";"B.2.A.8.5) - da privato per cittadini non residenti - extraregione (mobilita' attiva in compensazione)";22645000.00;"21/12/2010";
"2009";"B02280";"B.2.A.9)   Acquisto prestazioni termali in convenzione";186808000.00;"12/07/2011";
"2009";"B02290";"B.2.A.9.2) - da pubblico (altri soggetti pubbl. della Regione)";1027000.00;"08/07/2010";
"2009";"B02295";"B.2.A.9.3) - da pubblico (extra Regione)";46241000.00;"01/07/2011";
"2009";"B02300";"B.2.A.9.4) - da privato";118243000.00;"12/07/2011";
"2009";"B02305";"B.2.A.9.5) - da privato  per cittadini non residenti - extraregione (mobilita' attiva in compensazione)";21297000.00;"12/07/2011";
"2009";"B02310";"B.2.A.10)   Acquisto prestazioni trasporto sanitari";782957000.00;"12/07/2011";
"2009";"B02315";"B.2.A.10.1)  - da pubblico (Asl-AO, IRCCS, Policlinici della Regione) -  Mobilita' intraregionale";1000.00;"12/07/2011";
"2009";"B02320";"B.2.A.10.2) - da pubblico (altri soggetti pubbl. della Regione)";65450000.00;"01/07/2011";
"2009";"B02325";"B.2.A.10.3) - da pubblico (extra Regione)";15785000.00;"12/07/2011";
"2009";"B02330";"B.2.A.10.4) - da privato";701721000.00;"12/07/2011";
"2009";"B02335";"B.2.A.11)   Acquisto prestazioni Socio-Sanitarie a rilevanza sanitaria";3900923000.00;"12/07/2011";
"2009";"B02340";"B.2.A.11.1)  - da pubblico (Asl-AO, IRCCS, Policlinici della Regione) -  Mobilita' intraregionale";93000.00;"12/07/2011";
"2009";"B02345";"B.2.A.11.2)  - da pubblico (altri enti pubblici)";797933000.00;"12/07/2011";
"2009";"B02350";"B.2.A.11.3) - da pubblico (extra Regione) non soggette a compensazione";2157000.00;"26/01/2011";
"2009";"B02355";"B.2.A.11.4) - da privato (intraregionale ed extraregionale)";3100740000.00;"12/07/2011";
"2009";"B02360";"B.2.A.12)  Compartecipazione al personale per att. Libero-prof. (intramoenia)";1102558000.00;"12/07/2011";
"2009";"B02365";"B.2.A.13)  Rimborsi, assegni e contributi sanitari";1210314000.00;"12/07/2011";
"2009";"B02370";"B.2.A.13.1)  Contributi ad associazioni di volontariato";46479000.00;"12/07/2011";
"2009";"B02375";"B.2.A.13.2)  Rimborsi per cure all'estero";21805000.00;"12/07/2011";
"2009";"B02380";"B.2.A.13.3)  Contributi per ARPA";400616000.00;"12/07/2011";
"2009";"B02385";"B.2.A.13.4)  Contributi per Agenzie Regionali";45718000.00;"01/07/2011";
"2009";"B02390";"B.2.A.13.5)  Contributo Legge 210/92";110761000.00;"01/07/2011";
"2009";"B02395";"B.2.A.13.6)  Altri rimborsi, assegni e contributi";583833000.00;"12/07/2011";
"2009";"B02400";"B.2.A.13.7)  Rimborsi, assegni e contributi v/Asl-Ao-Irccs-Policlinici della Regione";1102000.00;"18/08/2010";
"2009";"B02405";"B.2.A.14)  Consulenze, Collaborazioni,  Interinale e altre prestazioni di lavoro sanitarie e sociosanitarie";1282495000.00;"12/07/2011";
"2009";"B02410";"B.2.A.14.1) Consulenze sanitarie e sociosan. da Asl-AO, IRCCS, Policlinici della Regione";678000.00;"12/07/2011";
"2009";"B02415";"B.2.A.14.2) Consulenze sanitarie e sociosanit. da Terzi - Altri enti pubblici";16845000.00;"12/07/2011";
"2009";"B02420";"B.2.A.14.3) Consulenze, Collaborazioni,  Interinale e altre prestazioni di lavoro sanitarie e socios. da privato";1247253000.00;"12/07/2011";
"2009";"B02425";"B.2.A.14.3.A) Consulenze sanitarie e sociosanitarie da privato";405483000.00;"12/07/2011";
"2009";"B02430";"B.2.A.14.3.B) Collaborazioni coordinate e continuative sanitarie e socios. da privato";103114000.00;"12/07/2011";
"2009";"B02435";"B.2.A.14.3.C) Indennita' a personale universitario -area sanitaria";441879000.00;"12/07/2011";
"2009";"B02440";"B.2.A.14.3.D) Lavoro interninale -area sanitaria";134076000.00;"12/07/2011";
"2009";"B02445";"B.2.A.14.3.E) Altre collaborazioni e prestazioni di lavoro -area sanitaria";162701000.00;"12/07/2011";
"2009";"B02450";"B.2.A.14.4) Rimborso oneri stipendiali del personale sanitario in comando";17719000.00;"08/02/2011";
"2009";"B02460";"B.2.A.14.4.B) Rimborso oneri stipendiali personale sanitario in comando da Regioni, Enti Pubblici e da Universita'";16322000.00;"08/02/2011";
"2009";"B02465";"B.2.A.14.4.C) Rimborso oneri stipendiali personale sanitario in comando da aziende di altre Regioni (Extraregione)";1397000.00;"26/01/2011";
"2009";"B02470";"B.2.A.15) Altri servizi sanitari e sociosanitari a rilevanza sanitaria";944242000.00;"12/07/2011";
"2009";"B02475";"B.2.A.15.1)  Altri servizi sanitari e sociosanitari da pubblico V/Asl-AO, IRCCS, Policlinici d/Regione";173000.00;"12/07/2011";
"2009";"B02480";"B.2.A.15.2)  Altri servizi sanitari e sociosanitari da pubblico - Altri enti";89843000.00;"12/07/2011";
"2009";"B02485";"B.2.A.15.3) Altri servizi sanitari e sociosanitari da pubblico (extra Regione)";13417000.00;"12/07/2011";
"2009";"B02490";"B.2.A.15.4)  Altri servizi sanitari da privato";837532000.00;"12/07/2011";
"2009";"B02495";"B.2.A.15.5)  Costi per servizi sanitari - Mobilita' internazionale passiva";3277000.00;"06/09/2010";
"2009";"B02500";"B.2.B) Acquisti di servizi non sanitari";7274342000.00;"12/07/2011";
"2009";"B02505";"B.2.B.1) Servizi non sanitari";6771171000.00;"12/07/2011";
"2009";"B02510";"B.2.B.1.1)   Lavanderia";512728000.00;"12/07/2011";
"2009";"B02515";"B.2.B.1.2)   Pulizia";1155171000.00;"12/07/2011";
"2009";"B02520";"B.2.B.1.3)   Mensa";744155000.00;"12/07/2011";
"2009";"B02525";"B.2.B.1.4)   Riscaldamento";460039000.00;"12/07/2011";
"2009";"B02530";"B.2.B.1.5)   Elaborazione dati";321185000.00;"12/07/2011";
"2009";"B02535";"B.2.B.1.6)   Servizi trasporti (non sanitari)";77970000.00;"12/07/2011";
"2009";"B02540";"B.2.B.1.7)   Smaltimento rifiuti";199391000.00;"12/07/2011";
"2009";"B02545";"B.2.B.1.8)   Utenze telefoniche";249538000.00;"12/07/2011";
"2009";"B02550";"B.2.B.1.9)   Utenze elettricita'";562275000.00;"12/07/2011";
"2009";"B02555";"B.2.B.1.10)   Altre utenze";242362000.00;"12/07/2011";
"2009";"B02560";"B.2.B.1.11)  Premi di assicurazione";642464000.00;"12/07/2011";
"2009";"B02565";"B.2.B.1.11.A)  Premi di assicurazione - R.C. Professionale";502723000.00;"12/07/2011";
"2009";"B02570";"B.2.B.1.11.B)  Premi di assicurazione - Altri premi assicurativi";139741000.00;"12/07/2011";
"2009";"B02575";"B.2.B.1.12) Altri servizi non sanitari";1603893000.00;"12/07/2011";
"2009";"B02585";"B.2.B.1.12.B) Altri servizi non sanitari da pubblico";186295000.00;"12/07/2011";
"2009";"B02590";"B.2.B.1.12.C) Altri servizi non sanitari da privato";1417598000.00;"12/07/2011";
"2009";"B02595";"B.2.B.2)  Consulenze, Collaborazioni,  Interinale e altre prestazioni di lavoro non sanitarie";333167000.00;"12/07/2011";
"2009";"B02600";"B.2.B.2.1) Consulenze non sanitarie  V/Asl-AO, IRCCS, Policlinici della Regione";200000.00;"12/07/2011";
"2009";"B02605";"B.2.B.2.2) Consulenze non sanitarie  da Terzi - Altri enti pubblici";4073000.00;"12/07/2011";
"2009";"B02610";"B.2.B.2.3) Consulenze, Collaborazioni,  Interinale e altre prestazioni di lavoro non sanitarie da privato";319452000.00;"12/07/2011";
"2009";"B02615";"B.2.B.2.3.A) Consulenze non sanitarie da privato";127714000.00;"12/07/2011";
"2009";"B02620";"B.2.B.2.3.B) Collaborazioni coordinate e continuative non sanitarie da privato";49938000.00;"12/07/2011";
"2009";"B02625";"B.2.B.2.3.C) Lavoro interinale -area non sanitaria";90070000.00;"12/07/2011";
"2009";"B02630";"B.2.B.2.3.D) Altre collaborazioni e prestazioni di lavoro -area non sanitaria";51730000.00;"12/07/2011";
"2009";"B02635";"B.2.B.2.4) Rimborso oneri stipendiali del personale non sanitario in comando";9442000.00;"12/07/2011";
"2009";"B02645";"B.2.B.2.4.B) Rimborso oneri stipendiali personale non sanitario in comando da Regioni, Enti Pubblici e da Universita'";9027000.00;"12/07/2011";
"2009";"B02650";"B.2.B.2.4.C) Rimborso oneri stipendiali personale non sanitario in comando da aziende di altre Regioni (Extraregione)";415000.00;"26/01/2011";
"2009";"B02655";"B.2.B.3) Formazione (esternalizzata e non)";170004000.00;"12/07/2011";
"2009";"B02660";"B.2.B.3.1) Formazione (esternalizzata e non) da pubblico";71531000.00;"12/07/2011";
"2009";"B02665";"B.2.B.3.2) Formazione (esternalizzata e non) da privato";98473000.00;"12/07/2011";
"2009";"B03000";"B.3)  Manutenzione e riparazione (ordinaria esternalizzata)";1730357000.00;"12/07/2011";
"2009";"B03005";"B.3.A)  Manutenzione e riparazione agli immobili e loro pertinenze";618263000.00;"12/07/2011";
"2009";"B03010";"B.3.B)  Manutenzione e riparazione ai mobili e macchine";159555000.00;"12/07/2011";
"2009";"B03015";"B.3.C)  Manutenzione e riparazione alle attrezzature tecnico-scientifico sanitarie";741922000.00;"12/07/2011";
"2009";"B03020";"B.3.D)  Manutenzione e riparazione per la manut. di automezzi (sanitari e non)";24575000.00;"12/07/2011";
"2009";"B03025";"B.3.E)  Altre manutenzioni e riparazioni";186042000.00;"12/07/2011";
"2009";"B04000";"B.4)   Godimento di beni di terzi";938392000.00;"12/07/2011";
"2009";"B04005";"B.4.A)  Affitti passivi";211903000.00;"12/07/2011";
"2009";"B04010";"B.4.B)  Canoni di noleggio";573510000.00;"12/07/2011";
"2009";"B04015";"B.4.B.1) Canoni di noleggio - area sanitaria";405417000.00;"12/07/2011";
"2009";"B04020";"B.4.B.2) Canoni di noleggio - area non sanitaria";168093000.00;"12/07/2011";
"2009";"B04025";"B.4.C)  Canoni di leasing";152979000.00;"12/07/2011";
"2009";"B04030";"B.4.C.1) Canoni di leasing - area sanitaria";124478000.00;"12/07/2011";
"2009";"B04035";"B.4.C.2) Canoni di leasing - area non sanitaria";28501000.00;"12/07/2011";
"2009";"B05000";"B.5)   Personale del ruolo sanitario";28549669000.00;"12/07/2011";
"2009";"B05005";"B.5.A) Costo del personale dirigente ruolo sanitario";14370588000.00;"12/07/2011";
"2009";"B05010";"B.5.A.1) Costo del personale dirigente medico";13070554000.00;"12/07/2011";
"2009";"B05015";"B.5.A.2) Costo del personale dirigente non medico";1300034000.00;"12/07/2011";
"2009";"B05020";"B.5.B) Costo del personale comparto ruolo sanitario";14179081000.00;"12/07/2011";
"2009";"B05089";"Totale Costo del personale";35750083000.00;"12/07/2011";
"2009";"B06000";"B.6)   Personale del ruolo professionale";138867000.00;"12/07/2011";
"2009";"B06005";"B.6.A) Costo del personale dirigente ruolo professionale";123764000.00;"12/07/2011";
"2009";"B06010";"B.6.B) Costo del personale comparto ruolo professionale";15103000.00;"12/07/2011";
"2009";"B07000";"B.7)   Personale del ruolo tecnico";4167136000.00;"12/07/2011";
"2009";"B07005";"B.7.A) Costo del personale dirigente ruolo tecnico";106773000.00;"12/07/2011";
"2009";"B07010";"B.7.B) Costo del personale comparto ruolo tecnico";4060363000.00;"12/07/2011";
"2009";"B08000";"B.8)   Personale del ruolo amministrativo";2894411000.00;"12/07/2011";
"2009";"B08005";"B.8.A) Costo del personale dirigente ruolo amministrativo";304108000.00;"12/07/2011";
"2009";"B08010";"B.8.B) Costo del personale comparto ruolo amministrativo";2590303000.00;"12/07/2011";
"2009";"B09000";"B.9)   Oneri diversi di gestione";703086000.00;"12/07/2011";
"2009";"B09005";"B.9.A)  Imposte e tasse (escluso Irap e Ires)";96756000.00;"12/07/2011";
"2009";"B09010";"B.9.B)  Perdite su crediti";492000.00;"01/07/2011";
"2009";"B09015";"B.9.C) Altri oneri diversi di gestione";605838000.00;"12/07/2011";
"2009";"B09020";"B.9.C.1)  Indennita', rimborso spese e oneri sociali per gli Organi Direttivi e Collegio Sindacale";198442000.00;"12/07/2011";
"2009";"B09025";"B.9.C.2)  Altri oneri diversi di gestione";407396000.00;"12/07/2011";
"2009";"B10000";"B.10) Ammortamenti delle immobilizzazioni immateriali";142680000.00;"12/07/2011";
"2009";"B11000";"B.11) Ammortamento dei fabbricati";822171000.00;"12/07/2011";
"2009";"B11005";"B.11.A) Ammortamenti fabbricati non strumentali (disponibili)";31148000.00;"12/07/2011";
"2009";"B11010";"B.11.B) Ammortamenti fabbricati strumentali (indisponibili)";791023000.00;"12/07/2011";
"2009";"B11129";"Totale Ammortamenti delle immobilizzazioni materiali";2138379000.00;"12/07/2011";
"2009";"B12000";"B.12) Ammortamenti delle altre immobilizzazioni materiali";1316208000.00;"12/07/2011";
"2009";"B13000";"B.13) Svalutazione dei crediti";38988000.00;"01/07/2011";
"2009";"B14000";"B.14) Variazione delle rimanenze";-65928000.00;"12/07/2011";
"2009";"B14005";"B.14.A) Variazione rimanenze sanitarie";-71257000.00;"12/07/2011";
"2009";"B14010";"B.14.B) Variazione rimanenze non sanitarie";5329000.00;"12/07/2011";
"2009";"B15000";"B.15) Accantonamenti tipici dell'esercizio";1855522000.00;"12/07/2011";
"2009";"B15005";"B.15.A) Accantonamenti per rischi";580197000.00;"12/07/2011";
"2009";"B15010";"B.15.A.1)  Accantonamenti per cause civili ed oneri processuali";192728000.00;"12/07/2011";
"2009";"B15015";"B.15.A.2)  Accantonamenti per contenzioso personale dipendente";35013000.00;"12/07/2011";
"2009";"B15020";"B.15.A.3) Altri accantonamenti per rischi";352456000.00;"12/07/2011";
"2009";"B15025";"B.15.B) Accantonamenti per premio di operosita'";49854000.00;"12/07/2011";
"2009";"B15030";"B.15.C) Altri accantonamenti";1225471000.00;"12/07/2011";
"2009";"B15035";"B.15.C.1)  Accantonamenti per interessi di mora";68239000.00;"12/07/2011";
"2009";"B15040";"B.15.C.2)  Acc. Rinnovi convenzioni MMG/Pls/MCA ed altri";234792000.00;"12/07/2011";
"2009";"B15045";"B.15.C.3)  Acc. Rinnovi contratt. - dirigenza medica";393712000.00;"12/07/2011";
"2009";"B15050";"B.15.C.4)  Acc. Rinnovi contratt.- dirigenza non medica";46990000.00;"12/07/2011";
"2009";"B15055";"B.15.C.5)  Acc. Rinnovi contratt.: - comparto";18557000.00;"26/01/2011";
"2009";"B15060";"B.15.C.6) Altri accantonamenti";463181000.00;"12/07/2011";
"2009";"B99999";"Totale costi della produzione (B)";112520000000.00;"12/07/2011";
"2009";"C01000";"C.1) Interessi attivi";27762000.00;"12/07/2011";
"2009";"C01005";"C.1.A) Interessi attivi su c/tesoreria";18916000.00;"12/07/2011";
"2009";"C01010";"C.1.B) Interessi attivi su c/c postali e bancari";6531000.00;"12/07/2011";
"2009";"C01015";"C.1.C) Altri interessi attivi";2315000.00;"12/07/2011";
"2009";"C02000";"C.2) Altri proventi";4846000.00;"01/07/2011";
"2009";"C02005";"C.2.A) Proventi da partecipazioni";1125000.00;"16/11/2010";
"2009";"C02010";"C.2.B) Proventi finanziari da crediti iscritti nelle immobilizzazioni";13000.00;"01/07/2011";
"2009";"C02015";"C.2.C) Proventi finanziari da titoli iscritti nelle immobilizzazioni";211000.00;"01/07/2011";
"2009";"C02020";"C.2.D) Altri proventi finanziari diversi dai precedenti";3494000.00;"01/07/2011";
"2009";"C02025";"C.2.E) Utili su cambi";3000.00;"01/07/2011";
"2009";"C03000";"C.3)  Interessi passivi";513632000.00;"12/07/2011";
"2009";"C03005";"C.3.A) Interessi passivi su c/c tesoreria";69513000.00;"12/07/2011";
"2009";"C03010";"C.3.B) Interessi passivi su mutui";85678000.00;"12/07/2011";
"2009";"C03015";"C.3.C) Altri interessi passivi";358441000.00;"12/07/2011";
"2009";"C04000";"C.4)  Altri oneri";24820000.00;"12/07/2011";
"2009";"C04005";"C.4.A) Altri oneri finanziari";24800000.00;"12/07/2011";
"2009";"C04010";"C.4.B) Perdite su cambi";20000.00;"01/07/2011";
"2009";"C99999";"Totale proventi e oneri finanziari (C)";-505844000.00;"12/07/2011";
"2009";"D01000";"D.1)  Rivalutazioni";1889000.00;"01/07/2011";
"2009";"D02000";"D.2)  Svalutazioni";2000000.00;"26/01/2011";
"2009";"D99999";"Totale rettifiche di valore di attivita' finanziarie (D)";-111000.00;"01/07/2011";
"2009";"E01000";"E.1) Proventi straordinari";959822000.00;"12/07/2011";
"2009";"E01005";"E.1.A) Plusvalenze";50997000.00;"01/07/2011";
"2009";"E01010";"E.1.B) Altri proventi straordinari";908825000.00;"12/07/2011";
"2009";"E01015";"E.1.B.1) Proventi da donazioni e liberalita' diverse";13227000.00;"12/07/2011";
"2009";"E01020";"E.1.B.2) Sopravvenienze attive";530630000.00;"12/07/2011";
"2009";"E01025";"E.1.B.2.1) Sopravvenienze Attive v/Asl-AO, IRCCS, Policlinici";1788000.00;"12/07/2011";
"2009";"E01030";"E.1.B.2.2) Sopravvenienze Attive v/terzi";528842000.00;"12/07/2011";
"2009";"E01035";"E.1.B.2.2.A) Sopravvenienze attive v/terzi relative alla mobilita' extraregionale";15298000.00;"26/01/2011";
"2009";"E01040";"E.1.B.2.2.B) Sopravvenienze attive v/terzi relative al personale";76873000.00;"12/07/2011";
"2009";"E01045";"E.1.B.2.2.C) Sopravvenienze attive v/terzi relative alle convenzioni con medici di base";7885000.00;"08/02/2011";
"2009";"E01050";"E.1.B.2.2.D) Sopravvenienze attive v/terzi relative alle convenzioni per la specialistica";6999000.00;"12/07/2011";
"2009";"E01055";"E.1.B.2.2.E) Sopravvenienze attive v/terzi relative all'acquisto prestaz. Sanitarie da operatori accreditati";28370000.00;"12/07/2011";
"2009";"E01060";"E.1.B.2.2.F) Sopravvenienze attive v/terzi relative all'acquisto di beni e servizi";126000000.00;"12/07/2011";
"2009";"E01065";"E.1.B.2.2.G) Altre sopravvenienze attive v/terzi";267417000.00;"12/07/2011";
"2009";"E01070";"E.1.B.3) Insussistenze attive";347426000.00;"12/07/2011";
"2009";"E01080";"E.1.B.3.2) Insussistenze Attive v/terzi";347426000.00;"12/07/2011";
"2009";"E01085";"E.1.B.3.2.A) Insussistenze attive v/terzi relative alla mobilita' extraregionale";4089000.00;"22/09/2010";
"2009";"E01090";"E.1.B.3.2.B) Insussistenze attive v/terzi relative al personale";74942000.00;"01/07/2011";
"2009";"E01095";"E.1.B.3.2.C) Insussistenze attive v/terzi relative alle convenzioni con medici di base";13214000.00;"08/02/2011";
"2009";"E01100";"E.1.B.3.2.D) Insussistenze attive v/terzi relative alle convenzioni per la specialistica";5669000.00;"08/02/2011";
"2009";"E01105";"E.1.B.3.2.E) Insussistenze attive v/terzi relative all'acquisto prestaz. Sanitarie da operatori accreditati";17590000.00;"12/07/2011";
"2009";"E01110";"E.1.B.3.2.F) Insussistenze attive v/terzi relative all'acquisto di beni e servizi";94290000.00;"12/07/2011";
"2009";"E01115";"E.1.B.3.2.G) Altre Insussistenze attive v/terzi";137632000.00;"12/07/2011";
"2009";"E01120";"E.1.B.4) Altri proventi straordinari";17542000.00;"12/07/2011";
"2009";"E02000";"E.2) Oneri straordinari";1386146000.00;"12/07/2011";
"2009";"E02005";"E.2.A) Minusvalenze";21281000.00;"12/07/2011";
"2009";"E02010";"E.2.B) Altri oneri straordinari";1364865000.00;"12/07/2011";
"2009";"E02015";"E.2.B.1) Oneri tributari da esercizi precedenti";8839000.00;"01/07/2011";
"2009";"E02020";"E.2.B.2) Oneri da cause civili";51906000.00;"01/07/2011";
"2009";"E02025";"E.2.B.3) Sopravvenienze passive";1109890000.00;"12/07/2011";
"2009";"E02030";"E.2.B.3.1) Sopravvenienze passive v/Asl-AO, IRCCS, Policlinici";20000.00;"12/07/2011";
"2009";"E02035";"E.2.B.3.1.A) Sopravvenienze passive v/Asl-Ao,Irccs,Pol. relative alla mobilita' intraregionale";15000.00;"12/07/2011";
"2009";"E02040";"E.2.B.3.1.B) Altre sopravvenienze passive v/Asl-Ao,Irccs,Pol.";5000.00;"12/07/2011";
"2009";"E02045";"E.2.B.3.2) Sopravvenienze passive v/terzi";1109870000.00;"12/07/2011";
"2009";"E02050";"E.2.B.3.2.A) Sopravvenienze passive v/terzi relative alla mobilita' extraregionale";53479000.00;"26/01/2011";
"2009";"E02055";"E.2.B.3.2.B) Sopravvenienze passive v/terzi relative al personale";149405000.00;"12/07/2011";
"2009";"E02060";"E.2.B.3.2.B.1) Soprav. passive v/terzi relative al personale - dirigenza medica";72049000.00;"12/07/2011";
"2009";"E02065";"E.2.B.3.2.B.2) Soprav. passive v/terzi relative al personale - dirigenza non medica";11485000.00;"12/07/2011";
