"Anno di Riferimento";"Codice Voce Contabile";"Descrizione Voce Contabile";"Importo Totale";"Data Aggiornamento";
"2011";"E02000";"E.2) Oneri straordinari";1077405000.00;"04/06/2013";
"2011";"E02005";"E.2.A) Minusvalenze";20047000.00;"04/06/2013";
"2011";"E02010";"E.2.B) Altri oneri straordinari";1057358000.00;"04/06/2013";
"2011";"E02015";"E.2.B.1) Oneri tributari da esercizi precedenti";2642000.00;"15/03/2013";
"2011";"E02020";"E.2.B.2) Oneri da cause civili";5603000.00;"04/06/2013";
"2011";"E02025";"E.2.B.3) Sopravvenienze passive";892537000.00;"04/06/2013";
"2011";"E02030";"E.2.B.3.1) Sopravvenienze passive v/Asl-AO, IRCCS, Policlinici";53000.00;"02/07/2012";
"2011";"E02040";"E.2.B.3.1.B) Altre sopravvenienze passive v/Asl-Ao,Irccs,Pol.";53000.00;"02/07/2012";
"2011";"E02045";"E.2.B.3.2) Sopravvenienze passive v/terzi";892484000.00;"04/06/2013";
"2011";"E02050";"E.2.B.3.2.A) Sopravvenienze passive v/terzi relative alla mobilita' extraregionale";23526000.00;"15/03/2013";
"2011";"E02055";"E.2.B.3.2.B) Sopravvenienze passive v/terzi relative al personale";95873000.00;"04/06/2013";
"2011";"E02060";"E.2.B.3.2.B.1) Soprav. passive v/terzi relative al personale - dirigenza medica";43036000.00;"04/06/2013";
"2011";"E02065";"E.2.B.3.2.B.2) Soprav. passive v/terzi relative al personale - dirigenza non medica";7418000.00;"04/06/2013";
"2011";"E02070";"E.2.B.3.2.B.3) Soprav. passive v/terzi relative al personale - comparto";45419000.00;"04/06/2013";
"2011";"E02075";"E.2.B.3.2.C) Sopravvenienze passive v/terzi relative alle convenzioni con medici di base";44928000.00;"15/03/2013";
"2011";"E02080";"E.2.B.3.2.D) Sopravvenienze passive v/terzi relative alle convenzioni per la specialistica";8052000.00;"04/06/2013";
"2011";"E02085";"E.2.B.3.2.E) Sopravvenienze passive v/terzi relative all'acquisto prestaz. sanitarie da operatori accreditati";77385000.00;"04/06/2013";
"2011";"E02090";"E.2.B.3.2.F) Sopravvenienze passive v/terzi relative all'acquisto di beni e servizi";328189000.00;"04/06/2013";
"2011";"E02095";"E.2.B.3.2.G) Altre sopravvenienze passive v/terzi";314531000.00;"04/06/2013";
"2011";"E02100";"E.2.B.4) Insussistenze passive";153220000.00;"04/06/2013";
"2011";"E02105";"E.2.B.4.1) Insussistenze passive v/Asl-AO, IRCCS, Policlinici";1424000.00;"28/06/2012";
"2011";"E02110";"E.2.B.4.2) Insussistenze passive v/terzi";151796000.00;"04/06/2013";
"2011";"E02115";"E.2.B.4.2.A) Insussistenze passive v/terzi relative alla mobilita' extraregionale";2798000.00;"25/10/2012";
"2011";"E02120";"E.2.B.4.2.B) Insussistenze passive v/terzi relative al personale";286000.00;"15/03/2013";
"2011";"E02125";"E.2.B.4.2.C) Insussistenze passive v/terzi relative alle convenzioni con medici di base";100000.00;"27/08/2012";
"2011";"E02130";"E.2.B.4.2.D) Insussistenze passive v/terzi relative alle convenzioni per la specialistica";9000.00;"02/07/2012";
"2011";"E02135";"E.2.B.4.2.E) Insussistenze passive v/terzi relative all'acquisto prestaz. sanitarie da operatori accreditati";3946000.00;"15/03/2013";
"2011";"E02140";"E.2.B.4.2.F) Insussistenze passive v/terzi relative all'acquisto di beni e servizi";18573000.00;"04/06/2013";
"2011";"E02145";"E.2.B.4.2.G) Altre Insussistenze passive v/terzi";126084000.00;"04/06/2013";
"2011";"E02150";"E.2.B.5) Altri oneri straordinari";3356000.00;"04/06/2013";
"2011";"E99999";"Totale proventi e oneri straordinari (E)";10902000.00;"04/06/2013";
"2011";"X01000";"Risultato prima delle imposte (A - B +/- C +/- D +/- E)";795921000.00;"04/06/2013";
"2011";"Y01000";"Y.1) IRAP";2582976000.00;"04/06/2013";
"2011";"Y01005";"Y.1.A) IRAP relativa a personale dipendente";2372209000.00;"04/06/2013";
"2011";"Y01010";"Y.1.B) IRAP relativa a collaboratori e personale assimilato a lavoro dipendente";136889000.00;"04/06/2013";
"2011";"Y01015";"Y.1.C) IRAP relativa ad attivita' di libera professione (intramoenia)";72014000.00;"04/06/2013";
"2011";"Y01020";"Y.1.D) IRAP relativa ad attivita' commerciali";1864000.00;"04/06/2013";
"2011";"Y02000";"Y.2) IRES";41560000.00;"04/06/2013";
"2011";"Y02005";"Y.2.A) IRES su attivita' istituzionale";35084000.00;"04/06/2013";
"2011";"Y02010";"Y.2.B) IRES su attivita' commerciale";6476000.00;"15/03/2013";
"2011";"Y03000";"Y.3) Accantonamento a F.do Imposte (Accertamenti, condoni, ecc.)";6543000.00;"13/03/2013";
"2011";"Y99999";"Totale imposte e tasse";2631079000.00;"04/06/2013";
"2011";"Z99999";"RISULTATO DI ESERCIZIO";-1835158000.00;"04/06/2013";
